ISCO,job_title,category,category_label
3435,lighting board programmer & operator,8,"Legal, social, cultural and related associate professionals"
3359,cargo inspector,6,Business and administration associate professionals
4312,indemnity administrator,9,Numerical and material recording clerks
3339,tourism contract negotiator,6,Business and administration associate professionals
8212,surface-mount technology machine operator,19,Assemblers
3118,clothing CAD operator,3,Science and engineering associate professionals
2412,valuator of businesses,6,Business and administration professionals
7321,digital typesetter,15,Handicraft and printing workers
2659,rola bola acrobat,8,"Legal, social and cultural professionals"
7231,classic car restorer,14,"Metal, machinery and related trades workers"
9212,horse grooms,21,"Agricultural, forestry and fishery labourers"
3153,spacecraft pilot,3,Science and engineering associate professionals
2152,integrated circuit engineer,3,Science and engineering professionals
3123,constructional engineering foreman,3,Science and engineering associate professionals
1120,team manager,1,"Chief executives, senior officials and legislators"
7413,faultman,16,Electrical and electronic trades workers
2352,talented and gifted pupils lead teacher,5,Teaching professionals
2149,supports and structural calculation engineer,3,Science and engineering professionals
9412,restaurant worker,21,Food preparation assistants
4323,road haulage load planner,9,Numerical and material recording clerks
2112,climatology research scientist,3,Science and engineering professionals
8160,distiller,18,Stationary plant and machine operators
8154,yarn polisher,18,Stationary plant and machine operators
2165,photographic surveyor,3,Science and engineering professionals
7543,precision device quality assurance supervisor,17,"Food processing, wood working, garment and other craft and related trades workers"
8350,derrick master,20,Drivers and mobile plant operators
2143,waste treatment engineers,3,Science and engineering professionals
9613,street sweeper driver,21,Refuse workers and other elementary workers
7322,sack printer,15,Handicraft and printing workers
3122,blowing foreman,3,Science and engineering associate professionals
7231,coach roadside technician,14,"Metal, machinery and related trades workers"
8141,tyre retreader,18,Stationary plant and machine operators
2163,fashion specialist,3,Science and engineering professionals
3114,optoelectronic technician,3,Science and engineering associate professionals
3152,ship first officer,3,Science and engineering associate professionals
2151,power distribution technology engineer,3,Science and engineering professionals
3123,commercial decorating supervisor,3,Science and engineering associate professionals
3412,intensive family support worker,8,"Legal, social, cultural and related associate professionals"
2151,electric machinery engineer,3,Science and engineering professionals
2519,ux manager,7,Information and communications technology professionals
7126,oil fired heating inspector,13,"Building and related trades workers, excluding electricians"
7223,grinder-setter,14,"Metal, machinery and related trades workers"
7513,cheese maker's assistant,17,"Food processing, wood working, garment and other craft and related trades workers"
2653,ballet and modern dance perfomer,8,"Legal, social and cultural professionals"
8343,belt operator,20,Drivers and mobile plant operators
3421,professional sportsman,8,"Legal, social, cultural and related associate professionals"
8122,brass dipper,18,Stationary plant and machine operators
3331,trainee export specialist in electronic and telecommunications equipment,6,Business and administration associate professionals
3119,assistant in automation engineering,3,Science and engineering associate professionals
4311,accounts controller,9,Numerical and material recording clerks
2641,singer-lyricist,8,"Legal, social and cultural professionals"
7119,topman,13,"Building and related trades workers, excluding electricians"
5223,weapon specialised seller,11,Sales workers
1324,import manager,2,Production and specialised services managers
1341,preschool head teacher,2,Production and specialised services managers
1431,sports manager,2,"Hospitality, retail and other services managers"
8131,perfume production machine operator,18,Stationary plant and machine operators
8172,saw mill operator,18,Stationary plant and machine operators
3435,director's right-hand man,8,"Legal, social, cultural and related associate professionals"
3331,ships agent,6,Business and administration associate professionals
3423,vessel steering teacher,8,"Legal, social, cultural and related associate professionals"
3435,prop  maker & modeller,8,"Legal, social, cultural and related associate professionals"
3122,heat treatment foreman,3,Science and engineering associate professionals
3311,officer for mortgage loan,6,Business and administration associate professionals
7411,PV field technician,16,Electrical and electronic trades workers
3257,food consultant,4,Health associate professionals
2634,registered psychologist,8,"Legal, social and cultural professionals"
5222,kiosk supervisor,11,Sales workers
7413,electricity power line worker,16,Electrical and electronic trades workers
8212,thermostat setter,19,Assemblers
1420,bread and pastries shop manager,2,"Hospitality, retail and other services managers"
7223,plano mill operator,14,"Metal, machinery and related trades workers"
3521,videotape recorder operator,7,Information and communications technicians
7513,ice cream mixer,17,"Food processing, wood working, garment and other craft and related trades workers"
2654,art consultant,8,"Legal, social and cultural professionals"
7315,exhauster,15,Handicraft and printing workers
2431,marketing promotion assistant,6,Business and administration professionals
2635,victim care officer,8,"Legal, social and cultural professionals"
3331,international trade compliance specialist in pharmaceutical goods,6,Business and administration associate professionals
210,station sergeant,0,Non-commissioned armed forces officers
2422,sre,6,Business and administration professionals
5113,heritage centre worker,10,Personal service workers
1219,department coordinator,1,Administrative and commercial managers
8131,fragrance production machine tender,18,Stationary plant and machine operators
2635, palliative care,8,"Legal, social and cultural professionals"
7126,septic tank servicer,13,"Building and related trades workers, excluding electricians"
2320,vocational travel and tourism teacher,5,Teaching professionals
1324,international trade manager in  wood and construction materials,2,Production and specialised services managers
3214,ocularist,4,Health associate professionals
8160,hopperman,18,Stationary plant and machine operators
1223,product manager,1,Administrative and commercial managers
5113,tourist guide,10,Personal service workers
4313,payroll administrator,9,Numerical and material recording clerks
7534,car body trimmer,17,"Food processing, wood working, garment and other craft and related trades workers"
2310,dental science lector,5,Teaching professionals
1324,assistant export manager in machinery,2,Production and specialised services managers
8141,tyre production plant operative,18,Stationary plant and machine operators
8350,matrose,20,Drivers and mobile plant operators
8114,building block maker,18,Stationary plant and machine operators
7223,laser cutter inspector,14,"Metal, machinery and related trades workers"
8160,granulator man,18,Stationary plant and machine operators
2143,waste treatment technology engineering adviser,3,Science and engineering professionals
4110,civilian assistant,9,General and keyboard clerks
7233,keg fitter,14,"Metal, machinery and related trades workers"
2114,mineralogy consultant,3,Science and engineering professionals
8143,envelope making machine technician,18,Stationary plant and machine operators
8114,hand grinder,18,Stationary plant and machine operators
7543,car test technician,17,"Food processing, wood working, garment and other craft and related trades workers"
7223,engineering machinist,14,"Metal, machinery and related trades workers"
7222,lathe builder,14,"Metal, machinery and related trades workers"
3423,group fitness instructor,8,"Legal, social, cultural and related associate professionals"
5132,coffee maid,10,Personal service workers
4227,mystery shopper,9,Customer services clerks
3123,roofing carpentry supervisor,3,Science and engineering associate professionals
2166,animation process director,3,Science and engineering professionals
8189,insulating winder,18,Stationary plant and machine operators
8160,autolysis man,18,Stationary plant and machine operators
2263,food production quality controller,4,Health professionals
8154,spanishing machinist,18,Stationary plant and machine operators
3423,scuba instructor,8,"Legal, social, cultural and related associate professionals"
7231,railway diesel mechanic,14,"Metal, machinery and related trades workers"
7223,mechanical gearing  machinist,14,"Metal, machinery and related trades workers"
8131,non woven filament machine operator,18,Stationary plant and machine operators
1345,education programmes manager,2,Production and specialised services managers
2144,steam technology engineering specialist,3,Science and engineering professionals
5221,general store owner,11,Sales workers
3334,letting agency owner,6,Business and administration associate professionals
4323,export assistant,9,Numerical and material recording clerks
3324,wholesaler in meat and meat products,6,Business and administration associate professionals
3119,leather goods QC laboratory technician,3,Science and engineering associate professionals
7214,plate fitter,14,"Metal, machinery and related trades workers"
8131,pill maker operator,18,Stationary plant and machine operators
1324, carpets and lighting equipment,2,Production and specialised services managers
1330,transmission manager,2,Production and specialised services managers
4323,baggage operations manager,9,Numerical and material recording clerks
8131,tablet production operator,18,Stationary plant and machine operators
7312,concussion idiophone maker,15,Handicraft and printing workers
1324,senior import manager in fish,2,Production and specialised services managers
1420,kids fashion shop manager,2,"Hospitality, retail and other services managers"
2642,architecture & design critic,8,"Legal, social and cultural professionals"
3122,wood production overseer,3,Science and engineering associate professionals
2651,illustrator and printmaker,8,"Legal, social and cultural professionals"
7522,pipe polisher,17,"Food processing, wood working, garment and other craft and related trades workers"
2521,data base integrators,7,Information and communications technology professionals
2132,manager of aquaculture recirculation systems,3,Science and engineering professionals
2163,motor vehicle clay model design expert,3,Science and engineering professionals
8160,cocoa blender,18,Stationary plant and machine operators
7224,bow dresser,14,"Metal, machinery and related trades workers"
7319,artificial stone worker,15,Handicraft and printing workers
7516,tobacco drier,17,"Food processing, wood working, garment and other craft and related trades workers"
8189,edgebander setter,18,Stationary plant and machine operators
1222,internal communications manager,1,Administrative and commercial managers
1346,credit union principal examiner,2,Production and specialised services managers
2221,resuscitation officer,4,Health professionals
2653,modern and ballet dance performer,8,"Legal, social and cultural professionals"
5246,airline food kitchen worker,11,Sales workers
1211,money managers,1,Administrative and commercial managers
9312,diver's tender,22,"Labourers in mining, construction, manufacturing and transport"
5223,dealership specialised seller,11,Sales workers
9112,asda ace,21,Cleaners and helpers
7523,wood sander,17,"Food processing, wood working, garment and other craft and related trades workers"
2432,social media consultant,6,Business and administration professionals
1324,assistant import export manager in machine tools,2,Production and specialised services managers
8160,cocoa pressing operator,18,Stationary plant and machine operators
1324,graduate export manager in live animals,2,Production and specialised services managers
8212,constructor of electrical equipment,19,Assemblers
7232,aircraft maintenance scheduler,14,"Metal, machinery and related trades workers"
8142,injection moulding operative,18,Stationary plant and machine operators
2141,textile technologist,3,Science and engineering professionals
5141,hair & wig artist,10,Personal service workers
8219,ring tier,19,Assemblers
7212,tack welding supervisor,14,"Metal, machinery and related trades workers"
2269,recreational activity provider,4,Health professionals
1211,budget and analysis manager,1,Administrative and commercial managers
2359,exam marker,5,Teaching professionals
9215,silviculture worker,21,"Agricultural, forestry and fishery labourers"
3116, asphalt,3,Science and engineering associate professionals
8343,drum driver,20,Drivers and mobile plant operators
2166,book illustrator,3,Science and engineering professionals
2431,social media analyst,6,Business and administration professionals
7223,punch press brake operator,14,"Metal, machinery and related trades workers"
3115,etgii,3,Science and engineering associate professionals
5249,rental sales manager in other machinery,11,Sales workers
2152,sensor designer,3,Science and engineering professionals
1223,ICT research managers,1,Administrative and commercial managers
2144,design surveyor,3,Science and engineering professionals
1219,actuarial advisory services manager,1,Administrative and commercial managers
9612,yard operative,21,Refuse workers and other elementary workers
2529,ICT security chief,7,Information and communications technology professionals
4214,field debt collector,9,Customer services clerks
1324,senior import manager in hides,2,Production and specialised services managers
7412,power tool mechanic,16,Electrical and electronic trades workers
1324,trainee import export manager in beverages,2,Production and specialised services managers
5223,audio-visual shop specialised seller,11,Sales workers
1211,burgh chamberlain,1,Administrative and commercial managers
1221,marketing and promotion manager,1,Administrative and commercial managers
8121,compression spring maker,18,Stationary plant and machine operators
3324,wholesale merchant in dairy products and edible oils,6,Business and administration associate professionals
3122,animal feed quality controller,3,Science and engineering associate professionals
5212,street food vendor,11,Sales workers
1420,plant and garden shop manager,2,"Hospitality, retail and other services managers"
7233,lubrication technician,14,"Metal, machinery and related trades workers"
2250,official vet,4,Health professionals
8181,auger extrusion press operator,18,Stationary plant and machine operators
3134,gas processing control room supervisor,3,Science and engineering associate professionals
8219,wood products assembler,19,Assemblers
5312,auxiliary,10,Personal care workers
1420,senior account manager,2,"Hospitality, retail and other services managers"
1324,warehouse superintendent,2,Production and specialised services managers
8143,tissue paper perforating and rewinding specialist,18,Stationary plant and machine operators
2144,naval engineer,3,Science and engineering professionals
3259,hospital theatre technician,4,Health associate professionals
2310,senior lecturer in education studies,5,Teaching professionals
3411,court registrar,8,"Legal, social, cultural and related associate professionals"
3122,distilling supervisor,3,Science and engineering associate professionals
7223,electrical sealing machine operative,14,"Metal, machinery and related trades workers"
2423,consultation officer,6,Business and administration professionals
2359,private tutor,5,Teaching professionals
2513,games programmer,7,Information and communications technology professionals
8350,ordinary seawoman,20,Drivers and mobile plant operators
2164,country planner,3,Science and engineering professionals
9333,ship stower,22,"Labourers in mining, construction, manufacturing and transport"
2143,industrial environmental engineer,3,Science and engineering professionals
8342,chipping machinist,20,Drivers and mobile plant operators
2619,justice's clerk,8,"Legal, social and cultural professionals"
5244,telephone solicitor,11,Sales workers
3122,print senior operator,3,Science and engineering associate professionals
9214,market garden worker,21,"Agricultural, forestry and fishery labourers"
3112,construction quality and safety control supervisor,3,Science and engineering associate professionals
2424,training associate,6,Business and administration professionals
1324,logistics supply chain coordinator,2,Production and specialised services managers
7321,stamp mark engraver,15,Handicraft and printing workers
8151,sizing machinist,18,Stationary plant and machine operators
7412,elevator installation team member,16,Electrical and electronic trades workers
1420,trainee supermarket manager,2,"Hospitality, retail and other services managers"
2654,content and production manager,8,"Legal, social and cultural professionals"
2132,animal scientist,3,Science and engineering professionals
3118,computer-aided manufacturing draftswoman,3,Science and engineering associate professionals
8182,engine worker,18,Stationary plant and machine operators
9412,catering supervisor,21,Food preparation assistants
5329,hospital porter,10,Personal care workers
9411,fish frier's assistant,21,Food preparation assistants
2351,special educational needs director,5,Teaching professionals
8114,slate-mixer operator,18,Stationary plant and machine operators
7536,sole sticker,17,"Food processing, wood working, garment and other craft and related trades workers"
3131,electrical power systems power dispatcher,3,Science and engineering associate professionals
1324,import export manager in computers,2,Production and specialised services managers
1420,dealership sales manager,2,"Hospitality, retail and other services managers"
2166,digital media designer,3,Science and engineering professionals
2164,land manager,3,Science and engineering professionals
7311,surgical instrument design technician,15,Handicraft and printing workers
2412,financial agent,6,Business and administration professionals
3115,rolling stock inspector,3,Science and engineering associate professionals
3331,trainee import export specialist in household goods,6,Business and administration associate professionals
4226,receptionist-secretary,9,Customer services clerks
8156,shoe cementer,18,Stationary plant and machine operators
2113,chemistry analyst,3,Science and engineering professionals
3314,administrative assistant,6,Business and administration associate professionals
4132,burster operator,9,General and keyboard clerks
9329,factory labourer,22,"Labourers in mining, construction, manufacturing and transport"
1420,outdoor furniture store manager,2,"Hospitality, retail and other services managers"
2330,teacher of business studies and economics in secondary schools,5,Teaching professionals
8121,plate roller,18,Stationary plant and machine operators
1349,energy procurement manager,2,Production and specialised services managers
8211,motorbike constructor,19,Assemblers
5120,caterer,10,Personal service workers
3435,theater technical operator,8,"Legal, social, cultural and related associate professionals"
8122,dipping tank operator,18,Stationary plant and machine operators
1324,trainee export manager in agricultural machinery and equipment,2,Production and specialised services managers
1420,kids toys and games store manager,2,"Hospitality, retail and other services managers"
4225,customer services operator,9,Customer services clerks
3311,stock exchange floor trader,6,Business and administration associate professionals
3122,supervisor at paper mill,3,Science and engineering associate professionals
2151,electromechanical engineering specialist,3,Science and engineering professionals
3359,improvements officer,6,Business and administration associate professionals
7223,precision structural steel fitter,14,"Metal, machinery and related trades workers"
8219,paint shop assistant,19,Assemblers
5223,laundry agent,11,Sales workers
8212,battery assembler,19,Assemblers
7223,plasma cutting machine operator,14,"Metal, machinery and related trades workers"
2431,marketing strategist,6,Business and administration professionals
7132,surface coatings technician,13,"Building and related trades workers, excluding electricians"
1324,logistics and distribution director,2,Production and specialised services managers
8111,dinker,18,Stationary plant and machine operators
9629,chair attendant,21,Refuse workers and other elementary workers
2659,korean plank artist,8,"Legal, social and cultural professionals"
2355,arts and crafts teacher,5,Teaching professionals
1411,hotel services manager,2,"Hospitality, retail and other services managers"
2164,transport planner,3,Science and engineering professionals
2163,textile color maker,3,Science and engineering professionals
1219,defence administration officer,1,Administrative and commercial managers
1221,trainee online sales channel manager,1,Administrative and commercial managers
5153,verger,10,Personal service workers
1324,perfume and cosmetics logistics planner,2,Production and specialised services managers
2221,vascular nurse,4,Health professionals
1324,waterway transportation general manager,2,Production and specialised services managers
7223,turret punch press operative,14,"Metal, machinery and related trades workers"
2411,audit assessor,6,Business and administration professionals
2653,belly dancer,8,"Legal, social and cultural professionals"
8155,beamhouse machine operator,18,Stationary plant and machine operators
9334,evening display assistant,22,"Labourers in mining, construction, manufacturing and transport"
2113,cosmetics formulations chemist,3,Science and engineering professionals
2433,trainee technical sales representative in hardware,6,Business and administration professionals
3132,sewer operative,3,Science and engineering associate professionals
2149,technical patent specialist,3,Science and engineering professionals
7322,glass cleaner,15,Handicraft and printing workers
3521,film technician,7,Information and communications technicians
2144,industrial tool engineering adviser,3,Science and engineering professionals
1431,cinema manager,2,"Hospitality, retail and other services managers"
4412,higher grade postwoman,9,Other clerical support workers
6113,horticultural foreman,12,Market-oriented skilled agricultural workers
9311,haulage worker,22,"Labourers in mining, construction, manufacturing and transport"
8131,pharmaceutical granulation operator,18,Stationary plant and machine operators
7323,folder,15,Handicraft and printing workers
7422,aerial installer,16,Electrical and electronic trades workers
7126,project technician,13,"Building and related trades workers, excluding electricians"
3353,invalidity adviser,6,Business and administration associate professionals
8160,tobacco processing machine operators,18,Stationary plant and machine operators
8154,squeezer,18,Stationary plant and machine operators
1420,building materials DIY shop manager,2,"Hospitality, retail and other services managers"
1114,campaign group official,1,"Chief executives, senior officials and legislators"
7543,picker,17,"Food processing, wood working, garment and other craft and related trades workers"
3324,B2B sales consultant in live animals,6,Business and administration associate professionals
9629,launderette attendant,21,Refuse workers and other elementary workers
7534,aircraft furnishing technician,17,"Food processing, wood working, garment and other craft and related trades workers"
5223,bookshop salesperson,11,Sales workers
2120,logician,3,Science and engineering professionals
2659,musical hall artist,8,"Legal, social and cultural professionals"
3123,tiling foreman,3,Science and engineering associate professionals
8322,mini cab driver,20,Drivers and mobile plant operators
1324, textile semi-finished and raw materials logistics planner,2,Production and specialised services managers
2120,mathematics researcher,3,Science and engineering professionals
7534,marine interior furniture maker,17,"Food processing, wood working, garment and other craft and related trades workers"
7522,vat builder,17,"Food processing, wood working, garment and other craft and related trades workers"
8114,wash mill hand,18,Stationary plant and machine operators
3324,commodity exchange floor traders,6,Business and administration associate professionals
2149,contractor engineer,3,Science and engineering professionals
8143,corrugating machine specialist,18,Stationary plant and machine operators
3324,business to business seller in meat and meat products,6,Business and administration associate professionals
2310,professor of food science and nutrition,5,Teaching professionals
1324,graduate supply chain manager,2,Production and specialised services managers
8122,white metal plater,18,Stationary plant and machine operators
9629,ball room attendant,21,Refuse workers and other elementary workers
7422,technician in telecommunication systems,16,Electrical and electronic trades workers
8151,dresser's filler,18,Stationary plant and machine operators
3122,container equipment machine assembler supervisor,3,Science and engineering associate professionals
8331,driver-conductor,20,Drivers and mobile plant operators
9329,brewery labourer,22,"Labourers in mining, construction, manufacturing and transport"
3435,fight coordinator,8,"Legal, social, cultural and related associate professionals"
2266,language therapy practitioner,4,Health professionals
3119,robotics engineering mechanic,3,Science and engineering associate professionals
9612,sorter,21,Refuse workers and other elementary workers
1349,head of the legal services office,2,Production and specialised services managers
4321,raw materials warehouse manager,9,Numerical and material recording clerks
8212,electric keyboard builder,19,Assemblers
2359,correctional training instructor,5,Teaching professionals
5142,prosthetics and make up artist,10,Personal service workers
8131,resin mixer,18,Stationary plant and machine operators
7223,heading machine setter,14,"Metal, machinery and related trades workers"
2621,visitor services officer,8,"Legal, social and cultural professionals"
3211,clinical perfusion techinician,4,Health associate professionals
3257,hazardous waste inspector,4,Health associate professionals
7223,frame driller,14,"Metal, machinery and related trades workers"
4321,pattern room manager,9,Numerical and material recording clerks
7223,wire clip maker,14,"Metal, machinery and related trades workers"
1321,industrial quality control manager,2,Production and specialised services managers
8171,paper puncher technician,18,Stationary plant and machine operators
9329,governor man,22,"Labourers in mining, construction, manufacturing and transport"
2149,quality management consultant,3,Science and engineering professionals
2151,engineer of electro-mechanics,3,Science and engineering professionals
8121,rod mill attendant,18,Stationary plant and machine operators
3324,graduate wholesale merchant in pharmaceutical goods,6,Business and administration associate professionals
2422,healthcare services planning officer,6,Business and administration professionals
8131,chemical plant operative,18,Stationary plant and machine operators
3132,turncock,3,Science and engineering associate professionals
8154,dyer's labourer,18,Stationary plant and machine operators
2221,ward manager,4,Health professionals
7536,leather goods finishing operator,17,"Food processing, wood working, garment and other craft and related trades workers"
2166,casting director,3,Science and engineering professionals
7223,lathe turner engineer,14,"Metal, machinery and related trades workers"
3311,foreign exchange trader,6,Business and administration associate professionals
1111,state secretary,1,"Chief executives, senior officials and legislators"
8160,chewing gum mixer operator,18,Stationary plant and machine operators
4412,mail supervisor,9,Other clerical support workers
2654,video & motion picture producer,8,"Legal, social and cultural professionals"
3122,boat quality compliance supervisor,3,Science and engineering associate professionals
7532,leatherware CAD modelist,17,"Food processing, wood working, garment and other craft and related trades workers"
2422,band g,6,Business and administration professionals
4321,goods in clerk,9,Numerical and material recording clerks
5322,senior night carer,10,Personal care workers
1323,civil engineering agent,2,Production and specialised services managers
7322,collar stamper,15,Handicraft and printing workers
7312,double bass builder,15,Handicraft and printing workers
5162,companion,10,Personal service workers
7522,heritage furniture restorer,17,"Food processing, wood working, garment and other craft and related trades workers"
7543,tube inspector,17,"Food processing, wood working, garment and other craft and related trades workers"
1324,graduate export manager in office machinery and equipment,2,Production and specialised services managers
8181,dry press operator,18,Stationary plant and machine operators
9329,linesman's mate,22,"Labourers in mining, construction, manufacturing and transport"
1324,traffic superintendent,2,Production and specialised services managers
4321,stock controller,9,Numerical and material recording clerks
9112,cabin man,21,Cleaners and helpers
5321,dialysis assistant,10,Personal care workers
2635,homelessness social worker,8,"Legal, social and cultural professionals"
1420,lightning equipment and accessories store manager,2,"Hospitality, retail and other services managers"
4221,travel information clerk,9,Customer services clerks
4415,civilian fingerprint officer,9,Other clerical support workers
4323,vehicle maintenance scheduler,9,Numerical and material recording clerks
9313,bricklayer's helper,22,"Labourers in mining, construction, manufacturing and transport"
3132,water plant equipment maintenance technician,3,Science and engineering associate professionals
3255,masseur,4,Health associate professionals
7215,commercial tent installer,14,"Metal, machinery and related trades workers"
8111,mattock man,18,Stationary plant and machine operators
3115,welding assessor,3,Science and engineering associate professionals
7233,pneumatic gas system inspector,14,"Metal, machinery and related trades workers"
2653,movement director,8,"Legal, social and cultural professionals"
2621,visitor service and education manager,8,"Legal, social and cultural professionals"
2262,hospital locum pharmacist,4,Health professionals
3132,water treatment plant worker,3,Science and engineering associate professionals
2655,comedian,8,"Legal, social and cultural professionals"
4212,turf accountant's clerk,9,Customer services clerks
9622,building handywoman,21,Refuse workers and other elementary workers
5223,fish market specialised seller,11,Sales workers
9312,reinstater,22,"Labourers in mining, construction, manufacturing and transport"
2310,university lecturer in communications,5,Teaching professionals
1111,leader of the council,1,"Chief executives, senior officials and legislators"
2342,Freinet teacher,5,Teaching professionals
7317,rattan furniture production operative,15,Handicraft and printing workers
2149,thermal engineering expert,3,Science and engineering professionals
2659,entertainment attendant,8,"Legal, social and cultural professionals"
9313,builder's labourer,22,"Labourers in mining, construction, manufacturing and transport"
5244,telesales executive,11,Sales workers
2633,philosophers,8,"Legal, social and cultural professionals"
1112,chief fire officer,1,"Chief executives, senior officials and legislators"
8113,drillers offsider,18,Stationary plant and machine operators
8151,patent twister,18,Stationary plant and machine operators
3313,bookkeeper-typist,6,Business and administration associate professionals
8121,core turner,18,Stationary plant and machine operators
3122,chemical processing quality assurance supervisor,3,Science and engineering associate professionals
3339,sale auctioneer,6,Business and administration associate professionals
9333,stevedore supervisor,22,"Labourers in mining, construction, manufacturing and transport"
1111,member of the legislative assembly,1,"Chief executives, senior officials and legislators"
7224,plate dresser,14,"Metal, machinery and related trades workers"
2654,art adviser,8,"Legal, social and cultural professionals"
2652,band director,8,"Legal, social and cultural professionals"
2114,oceanography analyst,3,Science and engineering professionals
5249,vehicle rental desk clerk,11,Sales workers
3152,dynamic positioning operator,3,Science and engineering associate professionals
3343,pa-secretary,6,Business and administration associate professionals
7126,distribution craftsman,13,"Building and related trades workers, excluding electricians"
4120,secretarial clerk,9,General and keyboard clerks
2120,logic scholar,3,Science and engineering professionals
3151,fisheries electrician and refrigerating engineer,3,Science and engineering associate professionals
2635,clinical social worker,8,"Legal, social and cultural professionals"
7312,organ repairer,15,Handicraft and printing workers
7223,computer numerical control machine operator,14,"Metal, machinery and related trades workers"
7316,gold polisher,15,Handicraft and printing workers
7536,leather cutter,17,"Food processing, wood working, garment and other craft and related trades workers"
3521,broadcast technicians,7,Information and communications technicians
8211,body assembler,19,Assemblers
8160,food processing operative,18,Stationary plant and machine operators
7223,girder reconditioner,14,"Metal, machinery and related trades workers"
3412,residential support worker (young people),8,"Legal, social, cultural and related associate professionals"
1439,hire shop manager,2,"Hospitality, retail and other services managers"
5132,bar woman,10,Personal service workers
5223,medical goods specialised seller,11,Sales workers
8342,angle dozer driver,20,Drivers and mobile plant operators
5414,cemetery guard,10,Protective services workers
4110,b1,9,General and keyboard clerks
7231,body repairer,14,"Metal, machinery and related trades workers"
3115,rolling stock repair inspector,3,Science and engineering associate professionals
8154,bleach finisher,18,Stationary plant and machine operators
310,army engineer officer,0,"Armed forces occupations, other ranks"
1431,cruise director,2,"Hospitality, retail and other services managers"
8142,conveyor belt maker,18,Stationary plant and machine operators
2643,literary translator,8,"Legal, social and cultural professionals"
4221,booking clerk,9,Customer services clerks
7211,coremaker,14,"Metal, machinery and related trades workers"
2114,geology studies researcher,3,Science and engineering professionals
3117,heat treatment engineer,3,Science and engineering associate professionals
2144,coach designer,3,Science and engineering professionals
3153,helicopter chief pilot,3,Science and engineering associate professionals
