,occupation_name,state_name,label,value
65,Cleaners and helpers,Alaska,job_offer_data,0.0030804151440869156
66,Drivers and mobile plant operators,Alaska,job_offer_data,0.0019376343690403355
67,Electrical and Electronics Trades Workers,Alaska,job_offer_data,0.0007814991617827804
68,"Food Processing, Woodworking, Garment and Other Craft and Related Trades Workers",Alaska,job_offer_data,0.0013712494080668442
69,General and keyboard clerks,Alaska,job_offer_data,0.0024382552315332
70,Health professionals,Alaska,job_offer_data,0.0020488545529067067
71,Information and communications technology professionals,Alaska,job_offer_data,0.0012356803236627696
72,"Labourers in mining, construction, manufacturing and transport",Alaska,job_offer_data,0.002591894076314544
73,"Legal, social and cultural professionals",Alaska,job_offer_data,0.0018380003675370071
74,"Metal, machinery and related trades workers",Alaska,job_offer_data,0.001882771211885338
75,Personal service workers,Alaska,job_offer_data,0.004095361690811823
76,Production and Specialized Services Managers,Alaska,job_offer_data,0.0013408800851349573
77,Sales workers,Alaska,job_offer_data,0.0027455368967996933
78,Science and engineering professionals,Alaska,job_offer_data,0.0019508713619277188
79,Teaching professionals,Alaska,job_offer_data,0.0023037440462843474
80,Assemblers,Arizona,employment,0.00244370897748752
81,Building and Related Trades Workers (excluding Electricians),Arizona,employment,0.011769863904186693
82,Business and administration professionals,Arizona,employment,0.03322840628366841
83,"Chief executives, senior officials and legislators",Arizona,employment,0.02061684532087138
84,Cleaners and helpers,Arizona,employment,0.018735386604301203
85,Commissioned armed forces officers,Arizona,employment,0.0037697165504570205
86,Drivers and mobile plant operators,Arizona,employment,0.014240031875257814
87,Electrical and Electronics Trades Workers,Arizona,employment,0.008363074056400776
88,"Food Processing, Woodworking, Garment and Other Craft and Related Trades Workers",Arizona,employment,0.007210666176013516
89,General and keyboard clerks,Arizona,employment,0.025593999390680376
90,Handicraft and printing workers,Arizona,employment,0.002631401516363757
91,Health professionals,Arizona,employment,0.01993002388189339
92,Information and communications technology professionals,Arizona,employment,0.01449093528293229
93,"Labourers in mining, construction, manufacturing and transport",Arizona,employment,0.01773120617941752
94,"Legal, social and cultural professionals",Arizona,employment,0.015583810913060296
95,Market-oriented skilled agricultural workers,Arizona,employment,0.003071857405599552
96,"Metal, machinery and related trades workers",Arizona,employment,0.011572333102216857
97,Personal service workers,Arizona,employment,0.029403267834609417
98,Production and Specialized Services Managers,Arizona,employment,0.013210490912945586
99,Sales workers,Arizona,employment,0.030758065047887577
100,Science and engineering professionals,Arizona,employment,0.01371037932820503
101,Stationary plant and machine operators,Arizona,employment,0.007434902895381032
102,Teaching professionals,Arizona,employment,0.015874597271036368
103,Assemblers,Arizona,job_offer_data,0.0023572965842405262
104,Building and Related Trades Workers (excluding Electricians),Arizona,job_offer_data,0.011757479867672423
105,Business and administration professionals,Arizona,job_offer_data,0.033424163864689854
106,"Chief executives, senior officials and legislators",Arizona,job_offer_data,0.020416179669242352
107,Cleaners and helpers,Arizona,job_offer_data,0.01859584174438609
108,Commissioned armed forces officers,Arizona,job_offer_data,0.0037162600424412453
109,Drivers and mobile plant operators,Arizona,job_offer_data,0.014177026970921021
110,Electrical and Electronics Trades Workers,Arizona,job_offer_data,0.008268894522851497
111,"Food Processing, Woodworking, Garment and Other Craft and Related Trades Workers",Arizona,job_offer_data,0.007157403617821373
112,General and keyboard clerks,Arizona,job_offer_data,0.02556986788753609
113,Handicraft and printing workers,Arizona,job_offer_data,0.0025336882241579254
114,Health professionals,Arizona,job_offer_data,0.019661159898990744
115,Information and communications technology professionals,Arizona,job_offer_data,0.014428199712570458
116,"Labourers in mining, construction, manufacturing and transport",Arizona,job_offer_data,0.017684510272038365
117,"Legal, social and cultural professionals",Arizona,job_offer_data,0.015688826942271337
118,Market-oriented skilled agricultural workers,Arizona,job_offer_data,0.002952947323171265
119,"Metal, machinery and related trades workers",Arizona,job_offer_data,0.011546254757107756
120,Personal service workers,Arizona,job_offer_data,0.02954179811001463
121,Production and Specialized Services Managers,Arizona,job_offer_data,0.01348315673712129
122,Sales workers,Arizona,job_offer_data,0.030653777881129062
123,Science and engineering professionals,Arizona,job_offer_data,0.013725055248108709
124,Stationary plant and machine operators,Arizona,job_offer_data,0.007351139598983393
125,Teaching professionals,Arizona,job_offer_data,0.01585343029973349
126,Building and Related Trades Workers (excluding Electricians),Arkansas,employment,0.005640030256404275
127,Business and administration professionals,Arkansas,employment,0.008588257661689466
128,"Chief executives, senior officials and legislators",Arkansas,employment,0.006179077316224931
129,Cleaners and helpers,Arkansas,employment,0.0050824808845335336
130,Drivers and mobile plant operators,Arkansas,employment,0.005266125615079806
131,Electrical and Electronics Trades Workers,Arkansas,employment,0.002707217685086233
132,"Food Processing, Woodworking, Garment and Other Craft and Related Trades Workers",Arkansas,employment,0.0031023674365189234
133,General and keyboard clerks,Arkansas,employment,0.006701950474451172
134,Handicraft and printing workers,Arkansas,employment,0.0014631535578931837
135,Health professionals,Arkansas,employment,0.008360285792228677
136,Information and communications technology professionals,Arkansas,employment,0.004839688635537476
137,"Labourers in mining, construction, manufacturing and transport",Arkansas,employment,0.00925010941303923
138,"Legal, social and cultural professionals",Arkansas,employment,0.006036463326624801
139,Market-oriented skilled agricultural workers,Arkansas,employment,0.0020077825560213514
140,"Metal, machinery and related trades workers",Arkansas,employment,0.006485001774906722
141,Personal service workers,Arkansas,employment,0.011102937714607729
142,Production and Specialized Services Managers,Arkansas,employment,0.004849907681507519
143,Sales workers,Arkansas,employment,0.009149156485123842
144,Science and engineering professionals,Arkansas,employment,0.005364511568232358
145,Stationary plant and machine operators,Arkansas,employment,0.005032474859467281
146,Teaching professionals,Arkansas,employment,0.005807660361654189
147,Building and Related Trades Workers (excluding Electricians),Arkansas,job_offer_data,0.005643576531008177
148,Business and administration professionals,Arkansas,job_offer_data,0.008571353353800784
149,"Chief executives, senior officials and legislators",Arkansas,job_offer_data,0.006186424392347825
150,Cleaners and helpers,Arkansas,job_offer_data,0.005063062222310824
151,Drivers and mobile plant operators,Arkansas,job_offer_data,0.005221347564400992
152,Electrical and Electronics Trades Workers,Arkansas,job_offer_data,0.002698691437194807
153,"Food Processing, Woodworking, Garment and Other Craft and Related Trades Workers",Arkansas,job_offer_data,0.003069414165359663
154,General and keyboard clerks,Arkansas,job_offer_data,0.006672604719402328
155,Handicraft and printing workers,Arkansas,job_offer_data,0.0013860706042483186
156,Health professionals,Arkansas,job_offer_data,0.008382661405202106
157,Information and communications technology professionals,Arkansas,job_offer_data,0.004845357866421582
158,"Labourers in mining, construction, manufacturing and transport",Arkansas,job_offer_data,0.0092497157212243
159,"Legal, social and cultural professionals",Arkansas,job_offer_data,0.006017353022577289
160,Market-oriented skilled agricultural workers,Arkansas,job_offer_data,0.0019445365437248039
161,"Metal, machinery and related trades workers",Arkansas,job_offer_data,0.006449921263983234
162,Personal service workers,Arkansas,job_offer_data,0.011170450892201093
163,Production and Specialized Services Managers,Arkansas,job_offer_data,0.004840348112772861
164,Sales workers,Arkansas,job_offer_data,0.009146070777997168
165,Science and engineering professionals,Arkansas,job_offer_data,0.005428333231873879
166,Stationary plant and machine operators,Arkansas,job_offer_data,0.005012670096760055
167,Teaching professionals,Arkansas,job_offer_data,0.005801216612470034
168,Assemblers,California,employment,0.005280841046382545
169,Building and Related Trades Workers (excluding Electricians),California,employment,0.03761140078812555
170,Business and administration professionals,California,employment,0.058145667133765865
171,"Chief executives, senior officials and legislators",California,employment,0.04254152553138315
172,Cleaners and helpers,California,employment,0.037780298553376765
173,Commissioned armed forces officers,California,employment,0.01322965307385895
174,Drivers and mobile plant operators,California,employment,0.02732848219222726
175,Electrical and Electronics Trades Workers,California,employment,0.018197885981083472
176,"Food Processing, Woodworking, Garment and Other Craft and Related Trades Workers",California,employment,0.015565376336555485
177,General and keyboard clerks,California,employment,0.047198768670505355
178,Handicraft and printing workers,California,employment,0.007218993124949843
179,Health professionals,California,employment,0.03956629031046666
180,Information and communications technology professionals,California,employment,0.03368569904429479
181,"Labourers in mining, construction, manufacturing and transport",California,employment,0.05270913851865884
182,"Legal, social and cultural professionals",California,employment,0.041195709804798114
183,Market-oriented skilled agricultural workers,California,employment,0.008468241764250758
184,"Metal, machinery and related trades workers",California,employment,0.03142168251214915
185,Personal service workers,California,employment,0.07713150307010622
186,Production and Specialized Services Managers,California,employment,0.02738626429592308
187,Sales workers,California,employment,0.05419707257972186
188,Science and engineering professionals,California,employment,0.03783356685396486
189,Stationary plant and machine operators,California,employment,0.016649398374842406
190,Teaching professionals,California,employment,0.03368638230451447
191,Assemblers,California,job_offer_data,0.005229719292745858
192,Building and Related Trades Workers (excluding Electricians),California,job_offer_data,0.037601884810815535
193,Business and administration professionals,California,job_offer_data,0.0579772017455321
194,"Chief executives, senior officials and legislators",California,job_offer_data,0.04219609389154725
195,Cleaners and helpers,California,job_offer_data,0.037764499347544556
196,Commissioned armed forces officers,California,job_offer_data,0.013199389854790558
197,Drivers and mobile plant operators,California,job_offer_data,0.02716612938609416
198,Electrical and Electronics Trades Workers,California,job_offer_data,0.018145891276332878
199,"Food Processing, Woodworking, Garment and Other Craft and Related Trades Workers",California,job_offer_data,0.01552915173751514
200,General and keyboard clerks,California,job_offer_data,0.047213947286712896
201,Handicraft and printing workers,California,job_offer_data,0.00714698391153519
202,Health professionals,California,job_offer_data,0.039626662764780746
203,Information and communications technology professionals,California,job_offer_data,0.03355349203694539
204,"Labourers in mining, construction, manufacturing and transport",California,job_offer_data,0.05260980975471965
205,"Legal, social and cultural professionals",California,job_offer_data,0.04085980741869555
206,Market-oriented skilled agricultural workers,California,job_offer_data,0.008406083636487371
207,"Metal, machinery and related trades workers",California,job_offer_data,0.031249752025675846
208,Personal service workers,California,job_offer_data,0.07740744328582301
209,Production and Specialized Services Managers,California,job_offer_data,0.027465545936117962
210,Sales workers,California,job_offer_data,0.05405490494794675
211,Science and engineering professionals,California,job_offer_data,0.03769721008839814
212,Stationary plant and machine operators,California,job_offer_data,0.016608511435858515
213,Teaching professionals,California,job_offer_data,0.033649018867832794
214,Building and Related Trades Workers (excluding Electricians),Colorado,employment,0.01516306896524797
215,Business and administration professionals,Colorado,employment,0.021553083385586775
216,"Chief executives, senior officials and legislators",Colorado,employment,0.022141302899181977
217,Cleaners and helpers,Colorado,employment,0.015598557166579123
218,Commissioned armed forces officers,Colorado,employment,0.003878361772737548
219,Drivers and mobile plant operators,Colorado,employment,0.012150410646191274
220,Electrical and Electronics Trades Workers,Colorado,employment,0.005498267483725569
221,"Food Processing, Woodworking, Garment and Other Craft and Related Trades Workers",Colorado,employment,0.007122312218546901
222,General and keyboard clerks,Colorado,employment,0.017518204705795442
223,Handicraft and printing workers,Colorado,employment,0.002792514676974059
224,Health professionals,Colorado,employment,0.016801288219042292
225,Information and communications technology professionals,Colorado,employment,0.010296809498411448
226,"Labourers in mining, construction, manufacturing and transport",Colorado,employment,0.01505803462385138
227,"Legal, social and cultural professionals",Colorado,employment,0.013127011695258272
228,Market-oriented skilled agricultural workers,Colorado,employment,0.002955651003083985
229,"Metal, machinery and related trades workers",Colorado,employment,0.008434153649933409
230,Personal service workers,Colorado,employment,0.024499333115501457
231,Production and Specialized Services Managers,Colorado,employment,0.019447215997164456
232,Sales workers,Colorado,employment,0.01894469712208503
233,Science and engineering professionals,Colorado,employment,0.013582415982192834
234,Stationary plant and machine operators,Colorado,employment,0.004171931406862274
235,Teaching professionals,Colorado,employment,0.01607310711948479
236,Building and Related Trades Workers (excluding Electricians),Colorado,job_offer_data,0.014946542523645174
237,Business and administration professionals,Colorado,job_offer_data,0.021472815238223357
238,"Chief executives, senior officials and legislators",Colorado,job_offer_data,0.022065819711317488
239,Cleaners and helpers,Colorado,job_offer_data,0.01544292106668445
240,Commissioned armed forces officers,Colorado,job_offer_data,0.0037750304194061786
241,Drivers and mobile plant operators,Colorado,job_offer_data,0.01203574754016787
242,Electrical and Electronics Trades Workers,Colorado,job_offer_data,0.0054218521313088575
243,"Food Processing, Woodworking, Garment and Other Craft and Related Trades Workers",Colorado,job_offer_data,0.0069842206406945505
244,General and keyboard clerks,Colorado,job_offer_data,0.01748375616648778
245,Handicraft and printing workers,Colorado,job_offer_data,0.00269953927842504
246,Health professionals,Colorado,job_offer_data,0.016563149075451943
247,Information and communications technology professionals,Colorado,job_offer_data,0.010192036118426588
248,"Labourers in mining, construction, manufacturing and transport",Colorado,job_offer_data,0.014991478202078495
249,"Legal, social and cultural professionals",Colorado,job_offer_data,0.013012029259824892
250,Market-oriented skilled agricultural workers,Colorado,job_offer_data,0.002838054987158762
251,"Metal, machinery and related trades workers",Colorado,job_offer_data,0.008326406208318449
252,Personal service workers,Colorado,job_offer_data,0.024572454867307306
253,Production and Specialized Services Managers,Colorado,job_offer_data,0.019277992073925766
254,Sales workers,Colorado,job_offer_data,0.01891015929361213
255,Science and engineering professionals,Colorado,job_offer_data,0.013446249754769208
256,Stationary plant and machine operators,Colorado,job_offer_data,0.004094143820024326
257,Teaching professionals,Colorado,job_offer_data,0.015915352402712638
258,Building and Related Trades Workers (excluding Electricians),Connecticut,employment,0.010888164108467588
259,Business and administration professionals,Connecticut,employment,0.015296805079944138
260,"Chief executives, senior officials and legislators",Connecticut,employment,0.012918494101070177
261,Cleaners and helpers,Connecticut,employment,0.011470938216380814
262,Commissioned armed forces officers,Connecticut,employment,0.002868416692882475
263,Drivers and mobile plant operators,Connecticut,employment,0.00910175682261775
264,Electrical and Electronics Trades Workers,Connecticut,employment,0.005306250375020312
265,"Food Processing, Woodworking, Garment and Other Craft and Related Trades Workers",Connecticut,employment,0.004845014135896682
266,General and keyboard clerks,Connecticut,employment,0.014393919067006102
267,Handicraft and printing workers,Connecticut,employment,0.0036985543961482264
268,Health professionals,Connecticut,employment,0.01640035467401199
269,Information and communications technology professionals,Connecticut,employment,0.009121403730802585
270,"Labourers in mining, construction, manufacturing and transport",Connecticut,employment,0.014025675748256692
271,"Legal, social and cultural professionals",Connecticut,employment,0.012887671376021363
272,Market-oriented skilled agricultural workers,Connecticut,employment,0.004354316201981703
273,"Metal, machinery and related trades workers",Connecticut,employment,0.008755955332050619
274,Personal service workers,Connecticut,employment,0.021872103600023462
275,Production and Specialized Services Managers,Connecticut,employment,0.007603534455959838
276,Sales workers,Connecticut,employment,0.011865633427720668
277,Science and engineering professionals,Connecticut,employment,0.011834856787541296
278,Stationary plant and machine operators,Connecticut,employment,0.005195319488936782
279,Teaching professionals,Connecticut,employment,0.008327887125390695
280,Building and Related Trades Workers (excluding Electricians),Connecticut,job_offer_data,0.010819059897884311
281,Business and administration professionals,Connecticut,job_offer_data,0.014991364501753228
282,"Chief executives, senior officials and legislators",Connecticut,job_offer_data,0.012552548210900613
283,Cleaners and helpers,Connecticut,job_offer_data,0.011356374401771951
284,Commissioned armed forces officers,Connecticut,job_offer_data,0.0028010168833156744
285,Drivers and mobile plant operators,Connecticut,job_offer_data,0.00901767321771967
286,Electrical and Electronics Trades Workers,Connecticut,job_offer_data,0.005184500989038659
287,"Food Processing, Woodworking, Garment and Other Craft and Related Trades Workers",Connecticut,job_offer_data,0.0047862577272505145
288,General and keyboard clerks,Connecticut,job_offer_data,0.014358708194248705
289,Handicraft and printing workers,Connecticut,job_offer_data,0.0036080629046163415
290,Health professionals,Connecticut,job_offer_data,0.016350832477285172
291,Information and communications technology professionals,Connecticut,job_offer_data,0.00914915450356682
292,"Labourers in mining, construction, manufacturing and transport",Connecticut,job_offer_data,0.013945740010253818
293,"Legal, social and cultural professionals",Connecticut,job_offer_data,0.012793503994969334
294,Market-oriented skilled agricultural workers,Connecticut,job_offer_data,0.004212093419163977
295,"Metal, machinery and related trades workers",Connecticut,job_offer_data,0.008687491742737724
296,Personal service workers,Connecticut,job_offer_data,0.021889686965983195
297,Production and Specialized Services Managers,Connecticut,job_offer_data,0.007532810457172281
298,Sales workers,Connecticut,job_offer_data,0.011794318640591403
299,Science and engineering professionals,Connecticut,job_offer_data,0.011924384216682307
300,Stationary plant and machine operators,Connecticut,job_offer_data,0.005118717715203529
301,Teaching professionals,Connecticut,job_offer_data,0.008316233501559342
302,Building and Related Trades Workers (excluding Electricians),Delaware,employment,0.0025328326572564767
303,Business and administration professionals,Delaware,employment,0.0032559544314536494
304,"Chief executives, senior officials and legislators",Delaware,employment,0.002229520250006879
305,Cleaners and helpers,Delaware,employment,0.0025469486702384913
306,Commissioned armed forces officers,Delaware,employment,0.0008071307332341189
307,Drivers and mobile plant operators,Delaware,employment,0.0020749201598825595
308,Electrical and Electronics Trades Workers,Delaware,employment,0.001429240644308386
309,"Food Processing, Woodworking, Garment and Other Craft and Related Trades Workers",Delaware,employment,0.0018700921333151673
310,General and keyboard clerks,Delaware,employment,0.004382938863809098
311,Handicraft and printing workers,Delaware,employment,0.0006663097556626036
312,Health professionals,Delaware,employment,0.002673203612221529
313,Information and communications technology professionals,Delaware,employment,0.0021897465151920125
314,"Labourers in mining, construction, manufacturing and transport",Delaware,employment,0.0034332364982374215
315,"Legal, social and cultural professionals",Delaware,employment,0.002876887741910034
316,Market-oriented skilled agricultural workers,Delaware,employment,0.0006993382149687367
317,"Metal, machinery and related trades workers",Delaware,employment,0.001562471115486898
318,Personal service workers,Delaware,employment,0.005566244691039176
319,Production and Specialized Services Managers,Delaware,employment,0.0022550893392675954
320,Sales workers,Delaware,employment,0.004023092976832427
321,Science and engineering professionals,Delaware,employment,0.0020735984317914124
322,Stationary plant and machine operators,Delaware,employment,0.0017648646534361545
323,Teaching professionals,Delaware,employment,0.002360538245652184
324,Building and Related Trades Workers (excluding Electricians),Delaware,job_offer_data,0.0025280076230995673
325,Business and administration professionals,Delaware,job_offer_data,0.003190542532482504
326,"Chief executives, senior officials and legislators",Delaware,job_offer_data,0.002095527025201978
327,Cleaners and helpers,Delaware,job_offer_data,0.00253824139131213
328,Commissioned armed forces officers,Delaware,job_offer_data,0.0007652532994818606
329,Drivers and mobile plant operators,Delaware,job_offer_data,0.002057900479904891
330,Electrical and Electronics Trades Workers,Delaware,job_offer_data,0.0014108157143095396
331,"Food Processing, Woodworking, Garment and Other Craft and Related Trades Workers",Delaware,job_offer_data,0.001825979690009437
332,General and keyboard clerks,Delaware,job_offer_data,0.004453228741570398
333,Handicraft and printing workers,Delaware,job_offer_data,0.0006485385641290728
334,Health professionals,Delaware,job_offer_data,0.002663104429897373
335,Information and communications technology professionals,Delaware,job_offer_data,0.002270488599519359
336,"Labourers in mining, construction, manufacturing and transport",Delaware,job_offer_data,0.0034307201988032074
337,"Legal, social and cultural professionals",Delaware,job_offer_data,0.0029013736819025315
338,Market-oriented skilled agricultural workers,Delaware,job_offer_data,0.0006418169969594833
339,"Metal, machinery and related trades workers",Delaware,job_offer_data,0.0015271998747345703
340,Personal service workers,Delaware,job_offer_data,0.005496712784370602
341,Production and Specialized Services Managers,Delaware,job_offer_data,0.0022057521069872837
342,Sales workers,Delaware,job_offer_data,0.003992287584656818
343,Science and engineering professionals,Delaware,job_offer_data,0.002082986518824158
344,Stationary plant and machine operators,Delaware,job_offer_data,0.0017469264315765286
345,Teaching professionals,Delaware,job_offer_data,0.002349793902402589
346,Building and Related Trades Workers (excluding Electricians),District of Columbia,employment,0.0009531714489476729
347,Business and administration professionals,District of Columbia,employment,0.003491679905454469
348,"Chief executives, senior officials and legislators",District of Columbia,employment,0.003337501209029471
349,Cleaners and helpers,District of Columbia,employment,0.0013962288387313142
350,Commissioned armed forces officers,District of Columbia,employment,0.0010264312582542324
351,Drivers and mobile plant operators,District of Columbia,employment,0.0012877533854103768
352,Electrical and Electronics Trades Workers,District of Columbia,employment,0.0006005718670955121
353,"Food Processing, Woodworking, Garment and Other Craft and Related Trades Workers",District of Columbia,employment,0.0006932395902241192
354,General and keyboard clerks,District of Columbia,employment,0.0024958532082651804
355,Health professionals,District of Columbia,employment,0.001745258239349978
356,Information and communications technology professionals,District of Columbia,employment,0.002121792247481759
357,"Labourers in mining, construction, manufacturing and transport",District of Columbia,employment,0.001790612296377896
358,"Legal, social and cultural professionals",District of Columbia,employment,0.003414560000832392
359,"Metal, machinery and related trades workers",District of Columbia,employment,0.0006048867477544741
360,Personal service workers,District of Columbia,employment,0.002413260773725061
361,Production and Specialized Services Managers,District of Columbia,employment,0.0015765444993036492
362,Sales workers,District of Columbia,employment,0.00142155918123194
363,Science and engineering professionals,District of Columbia,employment,0.0015228658731298592
364,Stationary plant and machine operators,District of Columbia,employment,0.0003956940049980649
365,Teaching professionals,District of Columbia,employment,0.0019378067678158099
366,Building and Related Trades Workers (excluding Electricians),District of Columbia,job_offer_data,0.0009424955768100297
367,Business and administration professionals,District of Columbia,job_offer_data,0.003484387163135966
368,"Chief executives, senior officials and legislators",District of Columbia,job_offer_data,0.0033340771746275437
369,Cleaners and helpers,District of Columbia,job_offer_data,0.0013851862274937585
370,Commissioned armed forces officers,District of Columbia,job_offer_data,0.0010129233405835516
371,Drivers and mobile plant operators,District of Columbia,job_offer_data,0.0012767396507841057
372,Electrical and Electronics Trades Workers,District of Columbia,job_offer_data,0.0005959257395652466
373,"Food Processing, Woodworking, Garment and Other Craft and Related Trades Workers",District of Columbia,job_offer_data,0.0006864601489913811
374,General and keyboard clerks,District of Columbia,job_offer_data,0.0024637080165378594
375,Health professionals,District of Columbia,job_offer_data,0.001748068055389034
376,Information and communications technology professionals,District of Columbia,job_offer_data,0.0021161772551696384
377,"Labourers in mining, construction, manufacturing and transport",District of Columbia,job_offer_data,0.0017682830098350456
378,"Legal, social and cultural professionals",District of Columbia,job_offer_data,0.0034030614337560877
379,"Metal, machinery and related trades workers",District of Columbia,job_offer_data,0.0005981845903064135
380,Personal service workers,District of Columbia,job_offer_data,0.0024089589151100347
381,Production and Specialized Services Managers,District of Columbia,job_offer_data,0.0015578666031190545
382,Sales workers,District of Columbia,job_offer_data,0.0014095891231606288
383,Science and engineering professionals,District of Columbia,job_offer_data,0.001506689434345064
384,Stationary plant and machine operators,District of Columbia,job_offer_data,0.0003905388514526884
385,Teaching professionals,District of Columbia,job_offer_data,0.0019262691145895854
386,Assemblers,Florida,employment,0.0036569176301335868
387,Building and Related Trades Workers (excluding Electricians),Florida,employment,0.025171855932785273
388,Business and administration professionals,Florida,employment,0.04228931886971521
389,"Chief executives, senior officials and legislators",Florida,employment,0.028775737707399413
390,Cleaners and helpers,Florida,employment,0.03189447433289149
391,Commissioned armed forces officers,Florida,employment,0.0031337693728709956
392,Drivers and mobile plant operators,Florida,employment,0.026622488252663012
393,Electrical and Electronics Trades Workers,Florida,employment,0.01883987955433338
394,"Food Processing, Woodworking, Garment and Other Craft and Related Trades Workers",Florida,employment,0.015309854455033436
395,General and keyboard clerks,Florida,employment,0.0385112167912755
396,Handicraft and printing workers,Florida,employment,0.0057982504000448805
397,Health professionals,Florida,employment,0.035525441676301124
398,Information and communications technology professionals,Florida,employment,0.019500326367125207
399,"Labourers in mining, construction, manufacturing and transport",Florida,employment,0.03174892427271235
400,"Legal, social and cultural professionals",Florida,employment,0.028385100204709034
401,Market-oriented skilled agricultural workers,Florida,employment,0.007938505177381105
402,"Metal, machinery and related trades workers",Florida,employment,0.016713368842476733
403,Personal service workers,Florida,employment,0.045435680151427016
404,Production and Specialized Services Managers,Florida,employment,0.02445166814019218
405,Sales workers,Florida,employment,0.031661797578479874
406,Science and engineering professionals,Florida,employment,0.02552556846855547
407,Stationary plant and machine operators,Florida,employment,0.0096183030737228
408,Teaching professionals,Florida,employment,0.021524206217525023
